head_a_layer,head_a_head,head_b_layer,head_b_head,correlation
2,0,3,11,0.15165066516584108
1,9,7,9,0.1515569027793261
0,8,0,11,0.15151599660149304
8,11,9,5,0.15140208970457686
0,5,8,8,0.15139453533562405
3,4,10,2,0.1513197524446199
8,1,9,10,0.1513114996087865
0,11,2,10,0.1512928070501802
1,10,10,8,0.1512883949989698
3,11,8,5,0.15119953425492902
2,11,8,5,0.15119933422427678
0,9,7,4,0.1511655699449419
3,1,10,11,0.1511062000222819
4,4,5,11,0.15108561238727475
0,9,11,1,0.15101124394013593
0,4,4,7,0.15099055684241858
1,8,8,6,0.1509821106768574
3,5,4,1,0.15097999620335678
3,2,3,5,0.15090142746544483
2,2,2,3,0.15086878474096987
2,3,6,10,0.15083143700848828
3,10,10,3,0.15077544019318606
0,5,1,11,0.15076053511339269
6,6,8,7,0.15072180686729234
0,3,0,5,0.150614192639496
9,7,11,2,0.1505687683182604
0,8,11,11,0.1505516591552318
0,8,5,1,0.1505411324944058
9,7,11,8,0.15046962438848
8,0,10,9,0.15046448025311931
3,4,6,4,0.1504434240223865
1,4,9,1,0.15042990793495217
0,7,5,3,0.1503973310747541
0,1,7,10,0.15031181599129742
8,8,11,1,0.15028222432680952
1,4,4,5,0.15028176283415814
2,7,5,6,0.1502608151746105
0,7,3,7,0.15023819651674192
1,5,2,1,0.15021412374746484
0,11,2,3,0.15018664411642263
0,10,6,7,0.15017113053237857
0,8,11,5,0.1501645317151726
2,1,11,8,0.15003938901447017
2,11,5,11,0.1499145354214739
5,9,7,5,0.1498944465339926
3,8,4,4,0.14987550798266225
0,10,7,5,0.14985232485565125
8,2,10,9,0.14982920029229543
2,3,3,2,0.14977703138415782
3,4,11,9,0.14973046113535984
7,4,10,6,0.1495696625467409
0,3,2,6,0.14954920695426352
3,3,9,11,0.149512552928393
8,5,8,9,0.14942496653939905
0,6,9,9,0.14933997667995572
0,7,7,5,0.14933340996229447
3,10,9,1,0.14926137324482752
4,2,8,9,0.14923234714781825
4,9,9,7,0.14920094906739015
2,8,9,1,0.1491281187439216
2,1,11,2,0.14910673136651081
0,8,2,3,0.14909503727027137
6,10,10,11,0.14909297312619296
3,4,8,9,0.14899285757329714
2,7,11,11,0.1489825779745208
2,9,9,0,0.14890535550119455
6,7,10,6,0.14885664074296262
3,5,6,7,0.14885499611173958
8,5,10,1,0.14881811264480743
8,5,9,4,0.1487792059833409
3,6,7,7,0.1487409301971547
2,9,8,6,0.1485683981085276
0,2,5,2,0.1485566385690604
0,11,8,1,0.14829009351242395
1,9,4,11,0.1481250195344322
3,1,7,10,0.1480703772146807
1,3,5,4,0.14794607378396946
2,3,7,8,0.14790759940638462
3,10,8,3,0.14790611638191434
0,2,6,9,0.1478885226729637
2,1,8,10,0.14779166559484222
2,9,8,5,0.14776282528674076
1,8,5,1,0.1476734631522096
2,1,4,4,0.1476462902501418
2,4,5,6,0.14761860906000768
4,4,5,10,0.14758705137089637
7,5,11,3,0.14754711364100337
3,3,7,9,0.1474607772378599
8,5,10,10,0.1474423793037067
6,11,8,5,0.14738962205601258
9,2,10,7,0.14718720394395945
7,3,8,4,0.14718545222183624
6,5,11,6,0.14711426882397902
2,4,11,4,0.14703639537760713
2,9,3,1,0.14698750952962658
6,4,8,4,0.14694047729324805
1,11,4,0,0.14691789704543748
6,3,10,2,0.14687147907813558
6,10,11,3,0.1468498594615762
7,1,10,9,0.14675656224501973
2,8,8,5,0.14671196228512282
2,8,5,1,0.14670100379161174
0,10,1,2,0.14661048586895745
2,1,11,9,0.1465363048331416
4,11,5,2,0.14648504693769512
0,5,5,4,0.1462900764128066
1,8,3,7,0.1461433850080918
6,0,9,3,0.14612411754617596
2,0,8,8,0.14610400391740655
3,2,8,6,0.14610079980643603
3,2,10,11,0.1460623202378657
1,11,3,1,0.1460126673840061
0,3,8,5,0.14598167322380615
2,2,11,4,0.14596631354397832
0,7,11,9,0.14590453202089645
3,4,7,0,0.14586658868973437
0,11,3,1,0.14579359877223708
4,3,8,9,0.14564998587719685
0,5,5,9,0.14561198077482895
10,8,11,8,0.14560066931021115
0,0,2,0,0.14559025261395955
7,11,11,9,0.14552011429441358
1,11,9,6,0.14539774993711266
1,10,3,4,0.1453277709739102
2,8,10,10,0.1452069607620554
3,11,6,6,0.14520524711302915
1,6,5,6,0.1451883162227725
11,6,11,7,0.14517629997694506
1,3,3,5,0.14513672961519136
2,9,3,11,0.1450511243498328
0,2,7,10,0.14504771972962738
1,0,11,6,0.145032633282496
5,2,9,9,0.14499670788836314
7,4,7,11,0.14499420243366687
1,2,7,5,0.14492438479998632
1,5,5,5,0.1447816305345006
4,2,9,8,0.14462878945235694
6,1,9,4,0.1445674817897627
1,5,2,3,0.1445275149561894
2,8,10,6,0.14451905042946753
2,6,9,8,0.1445139707311845
0,7,8,0,0.14448242651533907
1,3,8,9,0.14446490215336352
6,10,6,11,0.14439586053483314
4,2,6,7,0.1443774096386457
7,0,8,6,0.14431238018564302
9,7,10,5,0.14419666247215782
1,9,8,3,0.14418762803224336
10,9,11,11,0.14415922329942685
0,10,11,6,0.14415815311787522
2,10,3,6,0.1441393569132561
1,10,2,1,0.14410647211353744
1,2,5,1,0.14405906941870594
4,9,11,10,0.14386324619725363
1,2,7,2,0.14377276990240467
1,0,4,7,0.14360444885372936
2,9,8,4,0.14360014003841604
0,6,7,0,0.1435685929558904
3,6,4,1,0.143547386112763
0,11,5,6,0.1435109112456365
0,6,10,8,0.1434948704504661
3,8,6,11,0.14348266953610508
6,2,9,4,0.1434731662036873
5,5,11,7,0.1434656248715568
0,7,8,2,0.1433984770535061
3,11,10,1,0.14332955211538695
0,1,10,4,0.14331011361187687
2,2,7,9,0.1432411687071776
1,2,2,10,0.14322766720076271
1,11,2,5,0.14318080478406456
4,6,8,3,0.14307143606439687
0,5,7,9,0.14300355992013145
4,9,5,8,0.1428045584220988
1,3,9,3,0.14275670614300676
1,11,4,11,0.14266186711435808
2,4,2,5,0.1426365359335534
6,0,11,3,0.14260024673668928
2,6,6,11,0.14257749527262709
1,5,7,5,0.14255261675631095
2,5,9,4,0.14246700864985337
6,2,11,0,0.14234045501961307
2,0,7,8,0.14233916850355838
3,10,6,2,0.14225158692435214
5,9,11,9,0.14214998787748695
7,6,10,1,0.14213824531679461
0,5,6,10,0.14202273816435512
5,7,10,5,0.1418861284434229
2,9,6,7,0.1418195666324014
5,6,11,7,0.14177365453627525
6,6,9,3,0.14176990898039
2,3,9,4,0.14176576713275105
1,8,2,1,0.14174035440224875
8,5,8,8,0.14170208741832016
2,7,8,3,0.14169048833396175
2,3,3,5,0.1416875673660702
2,2,7,0,0.14168474058698005
3,1,8,8,0.1416779582448604
6,0,10,0,0.14167180314778252
3,2,10,1,0.1416208324425777
1,8,7,6,0.14156534379068025
1,5,10,7,0.14155806129079065
4,2,4,4,0.14154912128743877
0,2,9,10,0.14154001517269751
0,0,7,8,0.1415031504356182
3,9,7,0,0.14146385031290565
4,11,11,2,0.14143575426523317
0,11,7,2,0.14131354783803476
1,11,6,7,0.14128045310960247
1,7,6,8,0.14126230786017355
6,0,10,1,0.14121168085330893
1,5,9,3,0.14117918550636327
1,7,10,7,0.1411142954106266
1,9,11,2,0.1410014591088799
1,8,9,9,0.14088079704159714
2,11,3,8,0.1408689131041258
5,0,9,3,0.14081848135747035
7,3,10,5,0.14069557957209014
2,3,3,6,0.1406752230430536
5,5,6,10,0.14063969895608916
3,6,7,11,0.1405962631161746
4,3,11,4,0.14052162523029973
3,10,11,11,0.14049880522453634
4,9,6,1,0.1404605913116519
0,5,7,10,0.14045011976984834
2,2,10,7,0.14043443847466608
2,9,5,6,0.14039940047886007
2,6,10,2,0.14038231169367837
3,3,9,2,0.1403656113591754
0,7,4,9,0.14035763582677516
6,6,8,10,0.1403433752993285
1,5,11,11,0.14030139989535656
9,7,11,3,0.14029553896889266
0,7,4,4,0.14012668816312113
10,9,11,9,0.13993948937401618
0,11,9,2,0.13991871902073422
4,0,7,0,0.13990415359584052
4,6,4,11,0.139894740051207
4,2,7,8,0.13988116574756826
4,7,10,4,0.13986856181757942
1,0,6,0,0.13984879679947784
7,4,9,2,0.1398374942770931
1,2,7,9,0.13983658953128728
1,4,8,10,0.13982943487078087
6,3,9,7,0.13982340454171122
1,4,10,9,0.13976299675898401
6,5,6,8,0.13976166359121453
3,4,10,6,0.1396981769665865
1,0,2,6,0.13960914991609918
8,0,8,11,0.13960852454950023
8,10,11,5,0.13960550046767603
7,10,11,7,0.13952138639579234
1,5,3,2,0.1394895543088576
3,5,10,7,0.1394703359664559
2,5,11,8,0.13946136935804399
2,9,4,1,0.13942734234918774
5,7,8,3,0.13942517819524783
0,10,9,7,0.13942517279226588
1,0,9,10,0.13922039592456223
0,3,1,11,0.13914658890550627
0,6,7,6,0.1391245634001054
3,6,7,4,0.13909882645421248
0,7,6,9,0.13904954147908988
1,6,2,11,0.13902956405832478
4,9,8,5,0.13900333179208435
8,0,9,6,0.13889030147491807
5,5,11,6,0.13888649311875226
2,5,10,10,0.13871407373677058
1,0,7,11,0.13871154083888174
6,5,6,7,0.13865197326390363
5,9,6,2,0.13860774957095093
4,1,11,7,0.13859259300921412
4,2,8,4,0.13856193214627946
4,4,9,9,0.13847692186903177
3,1,10,4,0.1384736690476934
8,0,9,5,0.13843946247453903
2,6,2,8,0.13842859593190965
3,0,3,2,0.13837907678739872
1,1,11,2,0.13833071001188796
0,0,9,7,0.13813668745589872
0,4,11,0,0.13811279823493627
0,6,2,11,0.13799482583454245
1,6,7,5,0.13798583717362065
1,7,1,11,0.13796916493103328
0,1,3,11,0.13791599241506697
0,10,6,3,0.13791122876732323
0,11,9,10,0.1377919936348372
5,4,9,3,0.13750140366638453
3,2,8,1,0.1374805534239175
1,11,8,11,0.13740365320069328
0,6,2,0,0.13737407095901696
1,9,7,5,0.13729692845740984
7,11,8,8,0.1372864213512373
4,11,10,4,0.13718344062224552
1,4,5,5,0.13707645305605962
0,10,7,0,0.13699364413431042
0,4,2,11,0.13677004995130926
4,11,11,9,0.13671590871543435
0,9,5,6,0.13667672093476357
1,7,6,10,0.13661070121118193
2,11,6,2,0.1366096070164656
6,5,10,9,0.13657872054015438
2,3,4,9,0.13654441355457975
0,4,10,8,0.13639878277421982
0,8,4,3,0.1363315717346345
2,5,2,6,0.13632839049695794
1,4,2,0,0.13628235058615512
1,7,10,2,0.13621714068062557
5,7,9,6,0.13610788871573798
2,8,8,10,0.13607064860108492
5,0,7,2,0.1359879056836779
4,9,5,2,0.13597849245612517
6,10,10,0,0.13597440951113318
0,11,2,11,0.13583516410664856
4,9,10,6,0.13572753341353863
8,4,10,6,0.1356752373688595
1,6,8,2,0.13566478542574295
3,4,7,2,0.13559639397159948
10,2,10,6,0.1355763958827408
3,4,8,8,0.1355347883796442
2,4,6,7,0.1355302422412482
7,2,9,7,0.13542500015412132
8,9,9,7,0.13531893482457572
2,0,11,5,0.1352872530294192
3,6,6,2,0.13526266067507547
6,5,9,5,0.13524199816742727
6,9,10,8,0.13520699375235276
3,10,6,5,0.13519450919736692
6,0,6,10,0.13518757905193274
3,4,7,9,0.1351227375819108
6,3,8,6,0.13508529037616623
3,6,7,9,0.13502335563672427
1,0,5,11,0.13486170510109824
8,0,11,0,0.13482872800676857
5,4,9,7,0.13482052574409584
1,4,1,5,0.13478041454594783
9,10,11,4,0.13472292191420757
1,5,10,5,0.1346846514733238
8,9,8,10,0.13467646805160965
1,6,5,2,0.1345943261868865
2,7,5,2,0.13458413947766817
4,9,9,6,0.13457546751090416
3,9,9,4,0.13439381619696997
7,9,10,6,0.13438831769789422
0,10,11,8,0.13435515520476804
5,1,9,2,0.13423649304441715
2,2,4,3,0.1342292198317005
3,8,6,0,0.13417058550363697
2,8,7,10,0.13415285092778487
3,7,9,7,0.13403430674359726
1,4,4,6,0.1340180865220135
3,11,4,2,0.1339443019148009
3,3,3,10,0.13393180526848725
3,2,11,9,0.13391030603318002
3,0,7,8,0.13388586501161417
4,2,8,8,0.13384686896974224
3,6,9,6,0.13380397040120065
6,6,11,0,0.13378722398454776
1,6,5,9,0.13376090692986806
0,5,7,4,0.13373326457181975
5,3,11,7,0.133702180253066
7,3,11,10,0.13365237000971047
2,4,10,7,0.13363253421422808
6,1,8,10,0.13360273629234332
5,1,11,7,0.13358547643030536
1,6,2,9,0.13355147520785224
5,10,7,9,0.1335407711432109
8,5,9,10,0.1335031679888548
0,8,11,4,0.13349959668841635
2,0,6,1,0.13347847383406702
5,3,5,5,0.13343730970866777
1,6,5,7,0.1333480471691949
1,11,8,3,0.13330445002775945
5,1,7,8,0.13325573943289593
2,4,8,3,0.1332248307574199
0,10,3,1,0.13319095454066798
3,5,8,8,0.1331580150358221
3,10,5,4,0.1330615770646305
2,3,9,3,0.1329435335878889
8,0,10,1,0.13293053092104473
0,1,11,2,0.13287812797556933
4,3,11,1,0.13287026361649112
4,9,6,0,0.13285682475861516
1,5,6,11,0.13281154834622186
7,6,8,11,0.13273688237174489
4,11,6,11,0.13271417457685172
6,6,6,10,0.13267903294193312
2,0,10,1,0.13265631013371101
0,3,4,9,0.13262755270595836
4,9,8,11,0.13240897024277856
4,1,6,5,0.13240084512945713
0,5,4,4,0.1323690586639193
0,2,9,11,0.13232996559689136
2,7,6,1,0.13182737356041715
2,6,2,10,0.13179916762055016
1,8,6,1,0.1317358682702983
4,11,5,11,0.13167993370905115
0,1,1,10,0.13165448311412617
7,9,10,9,0.13164178403249036
0,1,2,8,0.13156794062141947
4,8,6,0,0.13153061454687748
3,9,8,0,0.1315182707622108
3,4,9,6,0.13142349186460633
4,2,5,11,0.13140778068153014
8,10,11,8,0.131396383588478
2,7,7,4,0.13135423138920255
1,10,3,2,0.13134203588498014
0,11,11,7,0.13112052478073866
7,2,8,5,0.13098744823974504
1,1,4,3,0.13096633059146232
1,3,3,7,0.13092954388199618
3,5,8,7,0.1309251685102301
1,0,2,9,0.1306599607296604
1,11,7,10,0.13056732781693403
3,4,7,10,0.13056158339147395
5,6,7,5,0.13055517965041774
1,5,10,1,0.1305453759111672
2,11,10,10,0.13041808431259058
1,4,10,1,0.13035997630426868
5,2,5,9,0.13024284201516118
3,11,6,3,0.13019228239095398
6,2,8,10,0.13015946208890203
2,1,5,3,0.13010477162161185
6,8,10,3,0.13008266229826027
5,2,7,8,0.1299821605945946
4,6,8,11,0.12996075966551732
5,1,6,6,0.12993012557331812
9,9,11,5,0.12987517444510324
5,9,10,11,0.12985278301651695
1,1,5,8,0.12984126112023087
0,2,2,8,0.12971365981895885
6,4,8,6,0.12969233945079206
6,6,7,7,0.12968561632860462
7,0,8,9,0.12957034590083544
1,6,11,3,0.12952408477047656
2,10,6,8,0.1295191592173461
3,4,6,9,0.12945439853488397
0,3,6,3,0.12940260176684154
1,11,9,3,0.1293580664107857
2,0,6,6,0.12906050653417586
0,4,0,9,0.12901474212885494
3,5,6,8,0.1289645604804633
2,9,5,9,0.1289531774178924
7,4,10,9,0.12881343874042314
5,11,11,8,0.12880339978960426
1,7,4,3,0.12877909263925816
2,4,6,6,0.12877858619606983
4,11,5,1,0.12873397929356958
7,5,10,2,0.128658197458038
0,6,5,10,0.12863957670142667
8,10,11,9,0.1286140282130011
0,1,10,5,0.12859938488487224
5,11,9,0,0.12857162643726056
7,11,10,5,0.12856223891536006
1,3,8,0,0.12853379529872538
9,10,10,2,0.1284795250650474
2,5,5,2,0.12847623955258894
6,5,11,5,0.1284715199872997
1,4,1,8,0.12835235471380205
0,11,3,6,0.1283492024635141
0,5,7,1,0.12831292690794094
2,5,8,4,0.12825181356160623
3,4,6,1,0.12819588935350695
3,11,9,7,0.1281858184371029
2,2,11,10,0.1281083512206011
0,0,4,3,0.12805123355851536
5,10,9,10,0.1278676250144214
9,2,11,7,0.12783588222038467
0,6,2,2,0.12775553833612954
0,7,4,3,0.12772172195674986
3,2,7,3,0.1276772223965601
2,4,10,1,0.12764701376749835
6,7,10,9,0.12755641522153
9,6,10,9,0.12751597408140694
0,3,5,7,0.12747619758650186
8,8,10,6,0.12732895829182023
4,7,9,9,0.1272104496926609
2,2,8,8,0.12714373024103853
4,10,9,9,0.12713834203430968
8,5,11,8,0.12699780753043904
0,9,11,9,0.1269787599383755
4,11,9,4,0.12694109060660502
2,7,7,7,0.1268396679939868
9,4,11,11,0.1267280542771344
3,3,7,7,0.1267227354426018
3,1,5,3,0.12658176354053544
3,6,5,3,0.1265573980729738
5,6,6,10,0.12649331371035052
4,6,8,1,0.12644913232657862
9,7,11,9,0.12636173135822173
1,7,9,11,0.12635940420491698
4,6,10,1,0.12632577695184652
2,9,4,10,0.12632396262535725
3,1,3,7,0.12631327909646134
3,4,10,11,0.12609711986648586
1,9,2,9,0.126087293497539
2,1,2,10,0.12607597434301823
2,6,8,3,0.12604241706077807
5,5,6,11,0.12599145513847296
10,2,10,9,0.125889202663381
10,6,11,8,0.12584376890249455
1,4,3,1,0.12583101827643622
6,3,6,9,0.1258290149870727
4,1,5,7,0.1257499234578845
0,4,6,4,0.12571673652044624
3,4,8,10,0.12568733463326495
3,2,4,0,0.12567107554760107
0,11,4,4,0.12565819810851245
5,7,7,7,0.1256519837557136
5,2,7,6,0.12561904183591568
7,5,11,5,0.12560239344286936
0,0,5,7,0.1255653965948656
6,5,10,7,0.12555586587105055
3,9,11,1,0.1254894663302321
3,10,6,11,0.12544348250516588
2,10,4,3,0.12541348318377138
1,8,11,11,0.12540647925031967
2,8,6,7,0.12539708070160505
1,7,10,5,0.12513683510138135
1,4,5,2,0.1250579019971151
5,2,8,5,0.12499148424040597
3,5,4,11,0.12498625795581253
0,1,4,4,0.1249684963083482
3,5,4,3,0.12494596950199058
9,5,9,10,0.124938144650053
3,3,4,2,0.12487895144066631
8,11,9,2,0.12479321168479383
5,5,6,7,0.12477437658248963
0,2,6,1,0.12447926455277353
1,4,7,0,0.12446583957651512
4,3,11,8,0.12445685304549575
1,2,5,3,0.12430117343011654
2,6,5,9,0.12428555377549745
1,4,6,7,0.12423405827267489
0,11,1,6,0.12414002047612482
0,5,5,7,0.12412434506780742
3,3,5,6,0.12411273256291776
0,0,9,4,0.12404498194470737
1,8,10,4,0.12400966436336426
6,3,8,1,0.12400757205248301
8,10,11,2,0.12399252335138543
0,7,11,3,0.12390012962841095
0,8,8,8,0.12381720698210069
2,5,6,9,0.12378128343666825
2,7,10,3,0.12371931218146248
5,11,7,5,0.1237160479199537
4,1,6,8,0.12370859996466603
6,10,8,0,0.12368216181954093
10,1,11,0,0.12365304415995712
4,11,8,6,0.1235908127702248
1,4,1,11,0.12358918351334
5,0,9,2,0.12355810695134416
1,11,9,8,0.12354962863065484
4,6,5,2,0.12350651621947722
0,1,8,4,0.12343455423819986
2,4,9,8,0.12343108508246382
5,10,7,8,0.12340229045859302
4,11,10,0,0.12333406557279024
4,11,6,1,0.12330589966758006
6,9,8,5,0.1232865273431317
0,5,2,3,0.1232561810766431
0,11,9,1,0.12324382833039693
5,8,10,6,0.12320053181628908
2,4,4,11,0.12314183971331347
1,8,10,7,0.12312384044759306
0,0,6,3,0.12298850809972428
3,11,9,2,0.12298419452554621
0,5,10,9,0.12296225560358492
1,0,4,9,0.12295734804004858
1,1,2,6,0.12292149215669484
0,2,6,2,0.12291320294294424
0,6,11,0,0.12285772127212936
0,2,7,0,0.12273367533710237
6,4,10,3,0.122729125779121
0,11,5,10,0.12271605053543204
4,2,6,6,0.12270960526001091
3,8,8,11,0.12269934253944469
4,2,4,10,0.12266670001520834
3,5,4,9,0.12264890224490523
3,11,10,11,0.12264205169231782
0,6,4,6,0.12259953122197666
7,10,9,4,0.12252453729451317
6,6,11,1,0.12248186551307262
0,4,7,0,0.12247180852559077
5,11,11,2,0.12245014269911723
4,5,8,1,0.12237947790161503
3,6,10,10,0.12231371863378751
3,2,6,6,0.12229646488487782
1,8,7,10,0.1222843095932308
1,0,8,7,0.12226109146148022
3,10,7,8,0.12223798136294763
0,7,7,4,0.12219276247729395
0,7,10,6,0.12214224222566794
1,7,5,5,0.12208270667688165
6,8,10,7,0.12191391615821327
3,4,3,8,0.12177594601452145
6,6,7,10,0.12165323937779327
0,7,0,9,0.12142489044799808
6,0,8,3,0.12128517360335077
0,0,3,11,0.12124041040857096
1,11,9,2,0.12123030682336297
0,9,2,3,0.12121000300639075
8,3,9,7,0.1210877224597026
6,6,10,11,0.12106763149679184
0,4,6,10,0.12106531160871761
4,1,9,7,0.12097420208407045
2,4,9,6,0.12096383155051756
5,6,5,11,0.12095926159172153
1,2,5,5,0.12095552896115287
0,10,11,5,0.12093208859657323
8,6,10,6,0.12092410580698555
4,4,7,5,0.1208611518900895
3,3,11,8,0.12080566275584431
1,0,1,11,0.1208020636445321
4,7,6,8,0.120766042328278
5,10,9,3,0.12072623819548785
0,10,4,10,0.12070837676375622
0,7,10,8,0.12054537270662306
10,8,11,7,0.12048070120942608
1,2,11,8,0.12047327365899184
0,5,7,8,0.1204349923331026
4,5,7,0,0.12038566656721827
0,4,5,7,0.12036397517502921
2,2,7,5,0.120301739635967
1,4,6,6,0.12019071002051832
1,1,10,7,0.12018145299214239
8,10,10,3,0.12004566817214543
0,6,5,11,0.12004275501318623
4,4,11,1,0.11984045237245426
3,1,6,5,0.11974233925857491
0,0,1,5,0.11964157538258095
1,3,7,2,0.11961096166495301
0,4,1,1,0.11960889397336476
0,2,7,2,0.1195831782527009
0,5,3,11,0.11954703479165278
2,11,7,11,0.11951892007775017
4,2,6,5,0.1194501553549038
1,6,10,3,0.11933600524547418
1,3,2,11,0.11932328608738395
1,4,10,7,0.1193096541795739
1,3,11,6,0.1191080045974846
0,0,5,9,0.11902460791801585
10,8,10,10,0.11898337380061833
8,4,9,9,0.11893495537905527
3,0,6,3,0.1189274335831868
7,5,9,5,0.11891260337969128
4,0,4,3,0.11883570549627251
1,11,7,0,0.1188075324996536
1,3,11,11,0.1187530434542618
3,10,8,7,0.11866789516445576
6,5,8,8,0.11865866987344162
2,1,2,3,0.1186490096094755
4,10,9,3,0.11863917573113197
0,7,4,10,0.11858252382283481
0,6,1,3,0.11855358109415033
1,5,6,6,0.11847636723901712
8,0,11,9,0.11845571550096769
1,9,4,0,0.1183671176510614
8,0,8,4,0.11836339554396609
5,5,9,4,0.11834813286583802
2,0,5,6,0.11832449577974781
7,3,10,4,0.11830151691037616
5,7,8,6,0.11826414115479238
0,8,6,11,0.11820713976273325
1,4,6,11,0.11814599797508553
9,2,9,9,0.11809591224924743
1,11,8,6,0.11809453440786279
0,5,10,3,0.1180394246861672
3,4,3,10,0.11793852133848305
3,2,5,6,0.11782912046708519
2,4,11,11,0.11772985153545185
1,7,6,1,0.11768297675327727
8,10,10,11,0.11768144851775855
3,4,11,4,0.11758646463972755
1,10,11,0,0.11753405870218307
2,7,8,6,0.11746210556704209
0,11,1,0,0.11745145074588238
5,9,11,8,0.11742975716882871
2,3,2,5,0.11741182439402306
3,2,8,4,0.11735514008177939
0,1,10,7,0.11733488791216296
10,7,10,8,0.11727858379238816
5,11,8,0,0.11722547936353271
0,8,7,7,0.11720642530279057
1,0,7,2,0.11719646764337657
8,1,9,9,0.11719467097143116
3,4,3,6,0.11714744226142851
1,3,4,7,0.11703133242790102
2,9,3,4,0.116945554442195
1,2,10,4,0.11691094008010093
2,3,3,10,0.11688562617958326
5,1,5,7,0.11685238283282307
3,11,10,2,0.11674212710103482
5,9,10,7,0.11669865707304693
11,0,11,5,0.11669164347007825
8,5,10,2,0.11658145615278791
5,11,6,11,0.11658087776436987
1,8,9,5,0.11651064250861377
2,0,8,4,0.11650797210946477
1,2,1,3,0.11643176798279556
1,5,8,4,0.11634817746054368
7,5,7,9,0.1163252345641525
1,5,4,3,0.11625253021536142
2,0,11,8,0.11622626361060227
2,3,3,3,0.11620776328973685
1,7,9,6,0.11615956745429891
6,10,7,0,0.11615828273753842
1,11,5,4,0.11610980329678422
1,11,2,3,0.11603380327217723
2,4,6,2,0.1159477059994805
2,6,8,8,0.1159469956666873
3,7,10,6,0.11587294505642075
2,2,11,2,0.11578822291442539
6,4,11,11,0.11578301527870055
6,5,9,1,0.11573445923901554
2,11,8,3,0.11571800723590403
4,6,9,11,0.11571281099653248
4,2,11,11,0.11566489714099577
4,3,11,0,0.11559588444701624
0,9,11,2,0.1155376058350702
6,5,11,4,0.11530841256540869
9,4,11,5,0.1152914213914631
4,2,10,5,0.11528624804855109
1,2,11,4,0.1152821476608366
4,5,6,3,0.1152373930884893
5,3,9,3,0.11518621692187066
0,4,7,5,0.11518558449761619
0,11,10,6,0.1151765230834677
1,3,7,11,0.11515480033540669
4,6,10,8,0.11496664333461222
4,11,11,6,0.1149560815913236
8,8,10,8,0.11486797519747412
2,10,4,11,0.11481109105843464
2,8,9,2,0.11478587997030332
4,4,8,10,0.11478009667245181
0,8,8,7,0.11473303182683933
9,10,11,11,0.11472998597069149
0,5,3,10,0.1147110957939532
4,9,11,8,0.11469046389870798
5,7,9,0,0.11463276775084026
4,10,8,5,0.11461808006373192
4,4,6,8,0.11450051486248009
0,9,3,10,0.11446131452946756
6,4,6,9,0.1144491451729374
0,4,2,8,0.11439924953024685
6,7,7,8,0.1143958939948486
5,10,10,1,0.11434152122098293
3,6,10,1,0.11429687092655416
1,9,4,7,0.11427999109782223
2,7,6,9,0.11424599973605863
9,3,11,10,0.11424390261737058
1,10,9,2,0.11419190734939853
0,9,5,7,0.11419078447318534
7,11,10,0,0.1140935812636023
3,3,11,4,0.11408060984448781
1,11,5,2,0.1140252040378258
2,8,11,1,0.11397430775820722
0,6,5,9,0.11393852184193204
0,2,10,1,0.11384507249558048
2,0,8,3,0.11382329332938552
3,8,7,7,0.11378219920901055
5,7,7,10,0.11377169192511113
0,9,7,9,0.11371181614935318
6,5,7,11,0.11368778055566887
7,10,8,7,0.11368192564130554
3,2,11,2,0.11363279801823933
1,0,9,2,0.11356755872978516
7,8,8,2,0.11352911406806046
4,4,6,4,0.11347767703720431
7,5,10,11,0.11340277752211542
4,9,11,1,0.11334077143107586
3,5,10,1,0.11329438986231849
7,6,8,1,0.11328537067636175
5,8,7,0,0.11327260387363121
2,4,4,10,0.11323982249575978
1,7,5,6,0.11323182229208857
1,1,3,7,0.11319059021014115
0,4,3,10,0.11314231709687532
8,3,9,3,0.11294930975289126
4,7,7,0,0.11286933767591549
1,1,6,8,0.11286441394939092
5,0,6,5,0.11283393548553536
0,8,3,2,0.11282906996911099
0,10,5,1,0.11278833250557602
2,8,9,8,0.11277394991276553
7,0,9,6,0.1125100068584838
2,0,9,6,0.11249604943928797
0,6,2,8,0.11246957580924478
0,3,9,10,0.112443810623334
6,4,8,9,0.11243119812189194
1,4,9,8,0.11241727475540668
0,6,0,8,0.11240537882216774
0,11,11,0,0.11226738901583459
2,6,7,10,0.11226248059866768
1,4,4,4,0.11225963369271712
2,4,11,8,0.11214793740411982
2,7,6,6,0.11208381619062079
0,2,10,7,0.11202009465903053
9,4,9,9,0.11201038029217995
8,5,11,11,0.11187636187128899
3,8,11,9,0.11185914185918015
3,2,9,5,0.11184934121886576
4,4,8,5,0.11182913205479406
1,6,3,0,0.11168823966852214
4,11,6,4,0.11164734220373192
9,7,11,10,0.11152441338021123
3,5,7,5,0.11140433432555423
1,9,4,10,0.11134213749738185
0,10,11,9,0.11119883624941325
4,9,7,5,0.11119387132025184
1,9,8,10,0.11117110396768835
3,4,11,8,0.11116497531622423
2,5,8,6,0.11111442969772785
5,6,8,10,0.1110468851629378
2,3,6,5,0.11104403438873764
3,2,8,9,0.11096421569974084
5,10,11,5,0.11089417485740602
7,6,10,7,0.11088737407253298
0,3,3,5,0.11072217517845753
0,0,7,3,0.11071706334917776
0,5,3,8,0.11070066545072652
5,5,8,4,0.11069080986800799
1,0,3,4,0.11059782179087216
